experiment

dia 0  //3 contralateral

espesor 100 //um

rata 1

area de lesion 0 //um2

celulas
x(um)	y(um)	Tipo	Pb
682.4443333	2008.222333

limite vasos
x(um)	y(um)	
668.2223333	1928.666667
667.3333333	1917.555667
661.5556667	1906.889
640.6666667	1907.777667
635.3333333	1923.333333
637.111	1931.777667
653.5556667	1932.222333

limite vasos
x(um)	y(um)	
528.111	1889.444333
526.7776667	1877.889
522.7776667	1871.666667
507.2223333	1866.777667
503.2223333	1878.333333
504.111	1893.889
514.7776667	1899.222333

limite vasos
x(um)	y(um)	
758.111	1640.222333
759.889	1630
747	1618.889
727	1622
711.4443333	1617.111
699.4443333	1628.222333
711	1642
727	1641.555667
743.889	1642.889

limite vasos
x(um)	y(um)	
1054.333333	1361.333333
1004.111	1508.444333
1025.889	1516.444333
1080.111	1369.333333

limite vasos
x(um)	y(um)	
1250.222333	925.6666667
1244.889	911
1229.333333	913.6666667
1222.222333	926.5556667
1237.333333	936.3333333

limite vasos
x(um)	y(um)	
1366.222333	995.889
1357.333333	982.111
1347.555667	978.111
1332.444333	983.4443333
1329.777667	999.889
1342.222333	1003.889
1358.222333	1003

limite vasos
x(um)	y(um)	
1512	1054.555667
1527.555667	1055.444333
1532	1045.666667
1535.555667	1026.555667
1529.777667	1012.333333
1509.777667	1008.777667
1497.333333	1015.889
1492	1026.555667
1477.333333	1031
1484	1044.333333
1504.444333	1051.889

limite vasos
x(um)	y(um)	
1487.555667	966.5556667
1499.111	949.2223333
1498.666667	930.111
1480	911.889
1462.666667	907
1444.889	918.5556667
1447.111	928.7776667
1451.111	946.111
1463.111	964.7776667
1479.111	970.111

limite vasos
x(um)	y(um)	
1372.222333	933.3333333
1374.889	920.889
1363.333333	913.3333333
1356.666667	918.2223333
1358.444333	928.889
1364.222333	935.5556667

limite vasos
x(um)	y(um)	
1531.333333	973.7776667
1539.777667	956.4443333
1530.889	942.6666667
1517.111	940.4443333
1510.889	951.5556667
1509.111	964
1522.889	976

limite vasos
x(um)	y(um)	
1555.777667	900.111
1546.444333	896.5556667
1537.111	902.3333333
1535.333333	912.111
1552.222333	914.3333333
1556.666667	908.5556667

limite vasos
x(um)	y(um)	
1788.222333	927.6666667
1774.444333	917.4443333
1753.555667	914.3333333
1736.666667	929.889
1729.555667	938.3333333
1715.333333	956.5556667
1702.889	968.5556667
1702.889	982.3333333
1713.555667	993.4443333
1735.777667	990.7776667
1753.111	971.6666667
1751.333333	947.2223333
1770.889	942.7776667
1778.444333	973.4443333
1778.444333	989.4443333
1795.777667	991.6666667
1798	971.2223333
1797.111	949

limite vasos
x(um)	y(um)	
1674.111	1068.666667
1680.333333	1055.333333
1675.889	1043.777667
1671	1029.555667
1645.666667	1031.333333
1629.222333	1037.555667
1631	1051.777667
1641.666667	1059.777667
1655.444333	1078
1668.333333	1099.777667
1686.555667	1098
1688.333333	1077.555667

limite vasos
x(um)	y(um)	
1816.777667	1051.777667
1799.444333	1050.889
1794.111	1062
1793.666667	1074.444333
1807	1080.222333
1815.889	1071.333333
1817.666667	1063.777667

limite vasos
x(um)	y(um)	
1661.222333	1138.444333
1645.222333	1130
1631.444333	1138.889
1624.333333	1149.111
1628.777667	1165.111
1639	1171.333333
1647	1173.111
1654.555667	1166.889
1655	1157.555667
1654.111	1149.111

limite vasos
x(um)	y(um)	
1946.444333	1042.333333
1940.666667	1038.333333
1926.889	1028.111
1924.666667	1014.777667
1907.777667	994.3333333
1902.444333	985.4443333
1895.333333	959.2223333
1889.111	950.7776667
1889.555667	966.3333333
1885.555667	988.5556667
1892.666667	1014.333333
1895.777667	1028.555667
1895.333333	1052.111
1884.222333	1064.111
1882.444333	1083.222333
1894	1081.444333
1904.222333	1071.222333
1917.111	1057.889
1913.555667	1039.222333
1907.777667	1018.333333

limite vasos
x(um)	y(um)	
1920.666667	1029.889
1928.222333	1045.444333
1938.444333	1049.444333
1884.222333	1000.111
1881.111	1015.222333
1881.111	1026.777667
1889.555667	1047.222333
1874.889	1048.111
1865.555667	1054.777667
1861.555667	1072.555667
1872.666667	1084.555667
